"Cooperativa","DEPARTAMENTO","PROVINCIA","DISTRITO","GPS_longitude","GPS_latitude","cos_kgha_1","cos_kgha_2","month_floracion","date_start","date_end","date_harvested"
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.89088,-5.3150117,NA,25,"septiembre",2022-08-01,2022-08-01,2022-04-15
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.01096,-5.3517717,NA,1.6304347826087,"septiembre",2022-07-28,2022-07-28,2018-04-10
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0207777,-5.3386446,NA,6,"octubre",2022-07-28,2022-07-29,2020-04-01
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0041214,-5.39571,NA,25,"octubre",2022-07-27,2022-07-27,2017-07-27
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0053731,-5.3963435,NA,1.53985507246377,"octubre",2022-07-27,2022-07-28,2018-07-27
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0212591,-5.3552513,NA,18,"octubre",2022-07-29,2022-07-29,2014-03-04
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0209795,-5.3554116,NA,1.72101449275362,"septiembre",2022-07-29,2022-07-29,2016-03-01
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-78.997373,-5.4120648,NA,50,"agosto",2022-07-27,2022-07-28,2019-07-27
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0056198,-5.3973134,NA,2.71739130434783,"agosto",2022-07-27,2022-07-27,2013-07-27
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0050832,-5.3972775,NA,30,"octubre",2022-07-27,2022-07-27,2010-07-27
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0099234,-5.3822673,NA,35,"octubre",2022-07-28,2022-07-28,2018-07-02
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0197533,-5.3624941,NA,50,"octubre",2022-07-28,2022-07-31,2019-07-28
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0060574,-5.3514577,NA,2.53623188405797,"octubre",2022-07-28,2022-07-28,2019-03-01
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0194761,-5.3341394,NA,1.17753623188406,"octubre",2022-07-28,2022-07-28,2018-02-01
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8759758,-5.3238195,NA,1.17753623188406,"octubre",2022-07-27,2022-08-03,2010-07-27
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8809308,-5.3205825,NA,2.17391304347826,"octubre",2022-07-27,2022-07-27,2017-04-20
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9035417,-5.3050017,NA,40,"septiembre",2022-08-02,2022-08-02,2022-08-02
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8840269,-5.3129623,NA,20,"septiembre",2022-08-01,2022-08-02,2022-06-16
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.882414,-5.313808,NA,30,"octubre",2022-08-01,2022-08-03,2022-06-16
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8862994,-5.3154831,NA,25,"septiembre",2022-08-01,2022-08-07,2022-06-09
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9003453,-5.3043997,NA,22,"noviembre",2022-08-02,2022-08-04,2022-08-02
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9095231,-5.2995783,NA,10,"septiembre",2022-08-03,2022-08-07,2022-06-02
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9212451,-5.3202428,NA,35,"septiembre",2022-08-03,2022-08-07,2022-06-16
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9382343,-5.3227816,NA,30,"agosto",2022-08-03,2022-08-07,2022-08-03
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9389366,-5.327339,NA,1.26811594202899,"septiembre",2022-08-03,2022-08-07,2022-06-02
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9493985,-5.2977189,NA,10,"noviembre",2022-08-04,2022-08-07,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9198644,-5.2908623,NA,25,"noviembre",2022-08-02,2022-08-07,2022-07-22
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9691742,-5.2879881,NA,0,"septiembre",2022-08-04,2022-08-07,2022-07-08
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9441076,-5.2965736,NA,3.26086956521739,"octubre",2022-08-05,2022-08-07,2022-06-09
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9565723,-5.2860134,NA,55,"septiembre",2022-08-05,2022-08-05,2022-07-07
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9691667,-5.2901217,NA,30,"noviembre",2022-08-06,2022-08-07,2022-07-14
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9487434,-5.2979415,NA,30,"octubre",2022-08-04,2022-08-07,2022-07-14
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.972947,-5.2841362,NA,0,"septiembre",2022-08-06,2022-08-07,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9460566,-5.3034961,NA,40,"septiembre",2022-08-05,2022-08-05,2022-08-04
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9560564,-5.2855189,NA,20,"octubre",2022-08-05,2022-08-07,2022-08-05
"chirinos","Cajamarca","San Ignacio
","Chirinos",-78.9054428,-5.2873455,NA,50,"septiembre",2022-08-05,2022-08-08,2022-07-16
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9337259,-5.2945741,NA,25,"septiembre",2022-08-08,2022-08-08,2022-06-16
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9016238,-5.3036586,NA,2.35507246376812,"octubre",2022-08-08,2022-08-08,2022-06-06
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.914179,-5.2881191,NA,50,"noviembre",2022-08-08,2022-08-08,2022-07-04
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9130476,-5.2887457,NA,1.35869565217391,"octubre",2022-08-08,2022-08-08,2022-06-06
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.896886,-5.3076347,NA,40,"octubre",2022-08-08,2022-08-09,2015-08-08
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9159488,-5.2789076,NA,25,"septiembre",2022-08-08,2022-08-09,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9156342,-5.2782796,NA,60,"septiembre",2022-08-09,2022-08-09,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.896847,-5.3077203,NA,60,"octubre",2022-08-08,2022-08-09,2022-06-06
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9167416,-5.2879581,NA,1.44927536231884,"octubre",2022-08-08,2022-08-08,2022-08-08
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9058423,-5.2416377,NA,30,"octubre",2022-08-02,2022-08-08,2022-03-15
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8866078,-5.3196629,NA,40,"septiembre",2022-08-09,2022-08-09,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9175947,-5.2371521,NA,30,"noviembre",2022-08-02,2022-08-08,2022-06-09
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9169047,-5.2368492,NA,10,"octubre",2022-08-02,2022-08-08,2022-08-03
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-78.9931396,-5.4031498,NA,60,"septiembre",2022-07-25,2022-08-10,2012-03-07
"chirinos","CAJAMARCA","San Ignacio","CHIRINOS",-78.9313964,-5.2836153,NA,45,"septiembre",2022-08-04,2022-08-09,2022-08-04
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9293072,-5.2831252,NA,15,"septiembre",2022-08-05,2022-08-09,2022-06-01
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8783154,-5.322161,NA,60,"diciembre",2022-08-08,2022-08-08,2022-08-08
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9639158,-5.2588197,NA,30,"noviembre",2022-08-08,2022-08-08,2022-05-03
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9605886,-5.2734422,NA,1.26811594202899,"septiembre",2022-08-08,2022-08-08,2022-08-08
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9428753,-5.2797983,NA,1.6304347826087,"octubre",2022-08-09,2022-08-09,2022-08-09
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9504463,-5.2832429,NA,40,"septiembre",2022-08-09,2022-08-09,2022-05-10
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.89527,-5.305,NA,1.6304347826087,"octubre",2022-08-09,2022-08-09,2022-06-08
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8808425,-5.3028049,NA,50,"octubre",2022-08-10,2022-08-10,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8796383,-5.2990009,NA,15,"octubre",2022-08-10,2022-08-10,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.90285,-5.2801395,NA,30,"noviembre",2022-08-11,2022-08-11,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.90456,-5.2824736,NA,25,"septiembre",2022-08-11,2022-08-11,NA
"chirinos","Cajamarca
","San Ignacio","Chirinos",-78.8983652,-5.3114751,NA,2.17391304347826,"septiembre",2022-08-09,2022-08-13,2022-04-18
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8983682,-5.306187,NA,38,"septiembre",2022-08-09,2022-08-14,2022-08-15
"chirinos","San Ignacio","San Ignacio","Chirinos",-78.8970144,-5.3113635,NA,2.53623188405797,"septiembre",2022-08-11,2022-08-14,2022-06-04
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9021248,-5.3182423,NA,22,"septiembre",2022-08-09,2022-08-14,2022-04-20
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.89625,-5.3105433,NA,1.81159420289855,"octubre",2022-08-09,2022-08-14,2022-05-15
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8969161,-5.3075872,NA,48,"octubre",2022-08-09,2022-08-14,2022-04-17
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8969451,-5.3076713,NA,18,"septiembre",2022-08-09,2022-08-14,2022-03-15
"chirinos","San Ignacio","San Ignacio","Chirinos",-78.8928969,-5.3116636,NA,38,"julio",2022-08-12,2022-08-14,2022-05-02
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8863698,-5.3394535,NA,40,"octubre",2022-08-09,2022-08-14,2022-06-06
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9015952,-5.3035841,NA,35,"octubre",2022-08-09,2022-08-14,2022-07-04
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9129094,-5.2887573,NA,35,"octubre",2022-08-09,2022-08-16,2022-06-06
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.89699,-5.3076238,NA,35,"octubre",2022-08-09,2022-08-16,2022-06-13
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9506553,-5.3221392,NA,1.17753623188406,"octubre",2022-08-12,2022-08-12,NA
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0275267,-5.3568527,NA,40,"octubre",2022-08-11,2022-08-11,2016-05-03
"chirinos","CAJAMARCA","SAN IGNACIO","LA COIPA",-79.0259231,-5.3603818,NA,1.81159420289855,"septiembre",2022-08-11,2022-08-11,2013-03-01
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8892319,-5.3137287,NA,30,"septiembre",2022-08-15,2022-08-15,2022-08-15
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.889196,-5.3136746,NA,23,"septiembre",2022-08-15,2022-08-15,2022-08-15
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9008393,-5.3120441,NA,8,"septiembre",2022-08-16,2022-08-16,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9024666,-5.3120401,NA,1.72101449275362,"septiembre",2022-08-16,2022-08-17,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9505265,-5.3215747,NA,30,"septiembre",2022-08-12,2022-08-17,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8971855,-5.3075324,NA,12,"octubre",2022-08-16,2022-08-16,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9003858,-5.3147658,NA,28,"octubre",2022-08-16,2022-08-16,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9519045,-5.3199683,NA,25,"octubre",2022-08-12,2022-08-17,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8995849,-5.3170162,NA,20,"septiembre",2022-08-17,2022-08-17,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8545217,-5.3024746,NA,35,"octubre",2022-08-09,2022-08-16,2022-06-06
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8969779,-5.307559,NA,15,"septiembre",2022-08-09,2022-08-16,2022-06-06
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.906053,-5.2417386,NA,15,"septiembre",2022-08-02,2022-08-12,2022-04-01
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9097592,-5.2410386,NA,40,"septiembre",2022-08-03,2022-08-12,2022-08-03
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9085737,-5.2422526,NA,50,"septiembre",2022-08-03,2022-08-12,2022-04-12
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8879396,-5.3041184,NA,30,"octubre",2022-08-09,2022-08-11,2022-04-05
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8795942,-5.3037689,NA,17,"octubre",2022-08-11,2022-08-12,2022-05-03
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9617841,-5.2594889,NA,36,"septiembre",2022-08-12,2022-08-12,2022-06-08
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8906848,-5.277076,NA,40,"septiembre",2022-08-15,2022-08-15,2022-05-03
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8925121,-5.2737447,NA,35,"septiembre",2022-08-15,2022-08-18,2022-04-06
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8939367,-5.27618,NA,30,"octubre",2022-08-15,2022-08-18,2022-04-13
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8724544,-5.3031028,NA,30,"septiembre",2022-08-16,2022-08-18,2022-05-11
"chirinos","Cajamarca","San  Ignacio","Chirinos",-78.8939977,-5.2951568,NA,10,"octubre",2022-08-17,2022-08-18,2022-04-05
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8868231,-5.2823085,NA,50,"octubre",2022-08-17,2022-08-18,2022-05-12
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9307689,-5.372132,NA,10,"octubre",2022-08-18,2022-08-18,2022-04-18
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.896884,-5.2808923,NA,25,"septiembre",2022-08-15,2022-08-17,2022-04-13
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.889361,-5.3162364,NA,15,"septiembre",2022-08-16,2022-08-18,2022-06-25
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.884867,-5.318624,NA,25,"septiembre",2022-08-16,2022-08-16,2022-06-06
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.87564,-5.324315,NA,1.44927536231884,"octubre",2022-07-27,2022-08-18,2022-06-07
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8950501,-5.3081719,NA,35,"octubre",2022-08-18,2022-08-19,2022-05-16
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9527494,-5.3143714,NA,15,"octubre",2022-08-12,2022-08-19,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8996298,-5.3040662,NA,20,"octubre",2022-08-17,2022-08-19,2022-06-17
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8786398,-5.3040911,NA,32,"octubre",2022-08-10,2022-08-19,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9082221,-5.3241691,NA,1.81159420289855,"septiembre",2022-08-18,2022-08-19,2022-06-16
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9012504,-5.3015223,NA,20,"septiembre",2022-08-09,2022-08-18,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8987791,-5.3041013,NA,18,"septiembre",2022-08-18,2022-08-19,2022-06-16
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9051997,-5.2907619,NA,20,"septiembre",2022-08-09,2022-08-19,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9057518,-5.290986,NA,18,"septiembre",2022-08-10,2022-08-19,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8788815,-5.3037129,NA,40,"octubre",2022-08-17,2022-08-19,NA
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9049286,-5.3212669,NA,10,"septiembre",2022-08-18,2022-08-19,2022-06-09
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8988408,-5.3046396,NA,35,"septiembre",2022-08-19,2022-08-19,2022-06-06
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9048288,-5.2931552,NA,30,"octubre",2022-08-19,2022-08-19,2022-03-14
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.89827,-5.3058366,NA,15,"octubre",2022-08-19,2022-08-19,2022-05-02
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8996225,-5.3050644,NA,35,"octubre",2022-08-16,2022-08-19,2022-06-06
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9042746,-5.3196413,NA,21,"septiembre",2022-08-18,2022-08-19,2022-05-02
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9006266,-5.284412,NA,20,"noviembre",2022-08-18,2022-08-19,2022-05-09
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9003564,-5.3027884,NA,20,"septiembre",2022-08-18,2022-08-19,2022-05-09
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9051137,-5.2909396,NA,1.44927536231884,"noviembre",2022-08-18,2022-08-19,2022-08-01
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8882973,-5.325951,NA,25,"octubre",2022-08-16,2022-08-19,2022-03-07
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.8982601,-5.3160915,NA,1.6304347826087,"septiembre",2022-08-17,2022-08-19,2022-05-16
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.905999,-5.31017,NA,23,"octubre",2022-07-27,2022-07-28,2017-03-10
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9266225,-5.2255594,NA,1.81159420289855,"octubre",2022-08-04,2022-08-21,2022-08-04
"chirinos","Cajamarca","San Ignacio","Chirinos",-78.9276567,-5.2424367,NA,1.6304347826087,"agosto",2022-08-04,2022-08-21,2022-08-04
