"Cooperativa","DEPARTAMENTO","PROVINCIA","DISTRITO","GPS_longitude","GPS_latitude","cos_kgha_1","cos_kgha_2","month_floracion","date_start","date_end","date_harvested"
"norandino","Piura","Huancabamba","Lalaquiz",-79.6925653,-5.1745619,40,20,"octubre",2022-03-17,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6923148,-5.175449,30,15,"octubre",2022-03-17,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6927081,-5.1764238,6,3,"octubre",2022-03-17,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6920776,-5.176292,8,8,"octubre",2022-03-17,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6940307,-5.1743562,14,7,"octubre",2022-03-17,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6982372,-5.1791466,17.14,18,"octubre",2022-03-18,2022-03-22,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6983723,-5.1791809,40,40,"octubre",2022-03-18,2022-03-19,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.697444,-5.1692995,10,10,"octubre",2022-03-19,2022-03-22,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.6974279,-5.1683303,28,14,"octubre",2022-03-22,2022-03-22,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.699167,-5.1702732,3.6231884057971,1.81159420289855,"octubre",2022-03-22,2022-03-22,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.6875759,-5.1716537,1.44927536231884,40,"octubre",2022-03-25,2022-03-25,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.6863522,-5.1682723,30,15,"octubre",2022-03-25,2022-03-25,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.6867776,-5.1681415,10,5,"octubre",2022-03-25,2022-03-25,NA
"norandino","Piura","Huamcabamba","Lalaquiz",-79.687884,-5.1681877,1.81159420289855,50,"octubre",2022-03-25,2022-03-25,NA
"norandino","Piura","Huancabamba","Lalaquiz",-79.6816001,-5.1793775,30,60,"septiembre",2022-03-25,2022-03-25,2022-06-01
"norandino","Piura","Huancabamba","Lalaquiz",-79.6814684,-5.1792825,17,17,"septiembre",2022-03-25,2022-03-25,2022-03-25
"norandino","Piura","Huancabamba","Lalaquiz",-79.6804675,-5.1785124,12.5,50,"septiembre",2022-03-25,2022-03-25,2022-03-25
"norandino","Piura","Huancabamba","Lalaquiz",-79.6802883,-5.1779057,25,25,"septiembre",2022-03-25,2022-03-25,2022-03-25
"norandino","Piura","Huancabamba","Lalaquiz",-79.6806597,-5.1779058,16,40,"septiembre",2022-03-25,2022-03-25,2022-03-25
"norandino","PIURA","HUANCABAMBA","CANCHAQUE",-79.6188474,-5.2631722,15,15,"octubre",2022-03-25,2022-03-25,2019-06-20
"norandino","Piura","Huancabamba","Canchaque",-79.6191955,-5.2098786,16,40,"octubre",2022-03-22,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6214733,-5.2109621,17.5,35,"octubre",2022-03-22,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6204708,-5.2068582,2.67,8,"octubre",2022-03-22,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6280987,-5.2146108,8,12,"septiembre",2022-03-22,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6293364,-5.2128152,4,4,"octubre",2022-03-24,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6316195,-5.2088776,5.33,8,"octubre",2022-03-26,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6396589,-5.2123975,11,11,"octubre",2022-03-27,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6359517,-5.2085194,6,12,"septiembre",2022-03-27,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6270281,-5.2144664,7.5,15,"octubre",2022-03-24,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6270809,-5.2137764,10,15,"octubre",2022-03-24,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6272539,-5.2137382,10,20,"septiembre",2022-03-24,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6272796,-5.2133666,8.33,5,"octubre",2022-03-24,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6247928,-5.2137151,12,12,"septiembre",2022-03-24,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.624444,-5.2137846,13.33,20,"septiembre",2022-03-24,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.623829,-5.2128855,18,18,"octubre",2022-03-24,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6250401,-5.2271463,10.5,21,"octubre",2022-03-24,2022-03-25,2022-05-15
"norandino","Piura","Huancabamba","Canchaque",-79.6364395,-5.2263413,6.67,10,"octubre",2022-03-24,2022-03-25,2022-05-15
"norandino","Lambayeque","Lambayeque","Salas",-79.4808906,-6.1689547,10,10,"septiembre",2022-03-23,2022-03-23,2022-07-01
"norandino","Lambayeque","Lambayeque","Salas",-79.4799913,-6.1692165,4.33,13,"septiembre",2022-03-23,2022-03-23,2022-07-01
"norandino","Lambayeque","Lambayeque","Salas",-79.4820577,-6.169722,5,5,"septiembre",2022-03-23,2022-03-23,2022-03-23
"norandino","Lambayeque","Lambayeque","Salas",-79.4827357,-6.1708801,5,5,"septiembre",2022-03-23,2022-03-23,2022-07-01
"norandino","Lambayeque","Lambayeque","Salas",-79.4822795,-6.1654193,8,8,"septiembre",2022-03-23,2022-03-23,2022-07-01
"norandino","Piura","HUANCABAMBA","Canchaque",-79.6258272,-5.261804,12,12,"noviembre",2022-03-10,2022-03-26,2017-02-15
"norandino","PIURA","HUANCABAMBA","Canchaque",-79.6106671,-5.2537446,5,5,"septiembre",2022-03-14,2022-03-26,2018-03-14
"norandino","PIURA","HUANCABAMBA","CANCHAQUE",-79.6081095,-5.2534664,26,13,"octubre",2022-03-26,2022-03-26,2020-05-14
"norandino","PIURA","HUANCABAMBA","CANCHAQUE",-79.6040019,-5.2561462,15,15,"noviembre",2022-03-27,2022-03-27,2013-06-11
"norandino","PIURA","HUANCABAMBA","CANCHAQUE",-79.6048388,-5.2538089,18,18,"septiembre",2022-03-27,2022-03-27,2017-05-27
"norandino","PIURA","HUANCABAMBA","Canchaque",-79.6050407,-5.255622,10,5,"octubre",2022-03-10,2022-03-27,2018-05-05
"norandino","Piura","Huancabamba","Lalaquiz",-79.6538661,-5.2172373,14,35,"septiembre",2022-03-26,2022-03-26,2022-03-26
"norandino","Piura","Huancabamba","Lalaquiz",-79.653152,-5.2132953,6.67,10,"septiembre",2022-03-26,2022-03-26,2022-03-26
"norandino","Piura","Huancabamba","Lalaquiz",-79.6527926,-5.2121678,10,10,"septiembre",2022-03-26,2022-03-26,2022-03-26
"norandino","Piura","Huancabamba","Lalaquiz",-79.6489487,-5.2072941,7.33,11,"septiembre",2022-03-26,2022-03-26,2022-03-26
"norandino","Piura","Huancabamba","Lalaquiz",-79.6488733,-5.2072992,8.67,13,"septiembre",2022-03-26,2022-03-26,2022-03-26
"pangoa","Junín","Satipo","Pangoa",-74.3761384,-11.3703103,20,2.17391304347826,"octubre",2022-03-25,2022-03-29,2022-04-22
"pangoa","Junín","Satipo","Pangoa",-74.5181989,-11.4614213,13.33,40,"agosto",2022-03-23,2022-03-24,2022-03-22
"pangoa","Junin","Satipo","Pangoa",-74.55361,-11.5009571,5,15,"octubre",2022-03-25,2022-03-30,2022-05-20
"pangoa","Junin","Satipo","Pangoa",-74.5596014,-11.5078253,10,20,"octubre",2022-03-25,2022-03-30,2022-04-29
"pangoa","Junin","Satipo","Pangoa",-74.5504465,-11.4845923,2.86,20,"septiembre",2022-03-25,2022-03-30,2022-04-05
"pangoa","Junin","Satipo","Pangoa",-74.5639558,-11.4886199,16.67,25,"octubre",2022-03-25,2022-03-29,2022-04-30
"pangoa","Junin","Satipo","Pangoa",-74.571516,-11.4467805,6.67,20,"octubre",2022-03-30,2022-03-30,2022-04-22
"pangoa","Junín","Satipo","Pangoa",-74.5067077,-11.5661135,4.8,12,"septiembre",2022-03-22,2022-03-23,2010-03-08
"pangoa","Junín","Satipo","Pangoa",-74.4918285,-11.5529727,7.2,1.30434782608696,"octubre",2022-03-23,2022-03-23,2015-04-22
"pangoa","Junín","Satipo","Pangoa",-74.4896745,-11.5325464,16.67,50,"octubre",2022-03-23,2022-03-23,2015-03-23
"pangoa","Junín","Satipo","Pangoa",-74.4866959,-11.5338913,12.8,32,"octubre",2022-03-23,2022-03-23,2015-04-13
"pangoa","Junín","Satipo","Pangoa",-74.5677537,-11.4423608,15,30,"septiembre",2022-03-23,2022-03-23,2019-04-08
"pangoa","Junín","Satipo","Pangoa",-74.3803104,-11.4543679,5,10,"octubre",2022-03-24,2022-03-24,2021-05-03
"pangoa","Junín","Satipo","Pangoa",-74.3677364,-11.4708509,8.75,35,"agosto",2022-03-24,2022-03-24,2015-04-13
"pangoa","Junín","Satipo","Pangoa",-74.3061895,-11.3886688,6.8,17,"octubre",2022-03-25,2022-03-29,2014-04-14
"pangoa","Junín","Satipo","Pangoa",-74.3708507,-11.4756231,10.5,21,"septiembre",2022-03-24,2022-03-29,2018-04-23
"pangoa","Junín","Satipo","Pangoa",-74.3318834,-11.4075059,21,1.52173913043478,"octubre",2022-03-25,2022-03-29,2014-04-14
"pangoa","Junín","Satipo","Pangoa",-74.3375117,-11.4465138,10.67,16,"septiembre",2022-03-25,2022-03-29,2018-04-27
"pangoa","Junín","Satipo","Pangoa",-74.3426723,-11.4397267,10.47,1.61231884057971,"septiembre",2022-03-25,2022-03-30,2011-04-04
"pangoa","Junín","Satipo","Pangoa",-74.3805654,-11.4873466,7.67,23,"septiembre",2022-03-24,2022-03-29,2017-04-17
"pangoa","Junín","Satipo","Pangoa",-74.3854822,-11.4884097,4.62,30,"agosto",2022-03-24,2022-03-29,2015-04-13
"pangoa","Junín","Satipo","Pangoa",-74.3509069,-11.4453492,6,18,"septiembre",2022-03-25,2022-03-29,2016-04-11
"pangoa","Junín","Satipo","Pangoa",-74.3541257,-11.6532154,13.2,33,"agosto",2022-03-31,2022-03-31,2015-04-20
"pangoa","Junín","Satipo","Pangoa",-74.3591086,-11.6488308,8,24,"agosto",2022-03-31,2022-03-31,2017-04-10
"pangoa","Junín","Satipo","Pangoa",-74.3637316,-11.6597659,4.67,14,"agosto",2022-03-31,2022-03-31,2013-04-08
"pangoa","Junín","Satipo","Pangoa",-74.380393,-11.6167614,6.25,25,"septiembre",2022-03-31,2022-03-31,2014-04-07
"pangoa","Junín","Satipo","Pangoa",-74.3700629,-11.6490743,11.33,1.23188405797101,"agosto",2022-03-31,2022-03-31,2013-03-31
"pangoa","Junín","Satipo","Pangoa",-74.2935683,-11.5510808,22.5,2.44565217391304,"septiembre",2022-03-30,2022-03-31,2022-04-16
"pangoa","Junín","Satipo","Pangoa",-74.2931415,-11.5518958,25,2.71739130434783,"septiembre",2022-03-30,2022-03-31,2022-04-16
"pangoa","Junín","Satipo","Pangoa",-74.2904833,-11.5531677,12.5,1.35869565217391,"octubre",2022-03-30,2022-03-31,2022-04-14
"pangoa","Junín","Satipo","Pangoa",-74.2906234,-11.5576389,16.25,1.17753623188406,"octubre",2022-03-30,2022-03-31,2022-04-08
"pangoa","Junín","Satipo","Pangoa",-74.2976854,-11.54758,23.75,3.44202898550725,"septiembre",2022-03-29,2022-03-31,2022-04-13
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4916987,-6.1419895,11,11,"octubre",2022-03-31,2022-04-01,2016-08-17
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.480662,-6.1666942,20,10,"noviembre",2022-04-01,2022-04-01,2018-08-26
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4804532,-6.1654322,5.33,8,"octubre",2022-04-01,2022-04-01,2013-08-08
"norandino","LAMBAYEQUE","LAMBAYEQUE","SOLAS",-79.4804712,-6.1642175,9,9,"octubre",2022-04-01,2022-04-01,2016-08-19
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4902056,-6.1413292,20,20,"octubre",2022-04-01,2022-04-01,2018-08-16
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4966558,-6.1410328,22,22,"octubre",2022-04-01,2022-04-01,2019-07-27
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4971879,-6.1408012,12,12,"septiembre",2022-04-01,2022-04-01,2018-08-23
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4949973,-6.1411961,12.5,25,"octubre",2022-04-01,2022-04-01,2017-09-04
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4955585,-6.1413355,5,5,"octubre",2022-03-31,2022-04-01,2011-07-30
"norandino","LAMBAYEQUE","LAMBAYEQUE","SALAS",-79.4938749,-6.1417814,5,10,"noviembre",2022-03-30,2022-04-01,2016-08-10
"pangoa","Junin","Satipo","Pangoa",-74.3394905,-11.4344431,6.5,39,"octubre",2022-03-25,2022-04-01,2022-04-29
"pangoa","Junin","Satipo","Pangoa",-74.323375,-11.4125566,8.89,40,"noviembre",2022-03-29,2022-04-01,2022-04-12
"pangoa","Junin","Satipo","Pangoa",-74.3212023,-11.4108923,4.5,9,"noviembre",2022-03-29,2022-04-01,2022-04-21
"pangoa","Junín","Satipo","Pangoa",-74.3253849,-11.416081,18,36,"noviembre",2022-03-29,2022-04-01,2022-04-14
"pangoa","Junín","Satipo","Pangoa",-74.3557612,-11.441527,12.25,49,"septiembre",2022-03-31,2022-04-01,2022-04-10
"pangoa","Junin","Satipo","Pangoa",-74.3756487,-11.4521606,22.5,1.6304347826087,"septiembre",2022-03-31,2022-04-01,2022-03-23
"pangoa","Junin","Satipo","Pangoa",-74.3749709,-11.4521835,16.36,45,"octubre",2022-03-31,2022-04-01,2022-03-17
"norandino","PIURA","AYABACA","JILILÍ",-79.834909,-4.5750755,10,5,"octubre",2022-03-31,2022-04-02,2022-05-15
"norandino","Piura","Ayabaca","Montero",-79.8145853,-4.6277237,4,5,"noviembre",2022-04-02,2022-04-02,2022-07-15
"norandino","Piura","Ayabaca","Montero",-79.8136322,-4.6269948,3,9,"noviembre",2022-04-02,2022-04-02,2022-07-15
"norandino","Piura","Ayabaca","Montero",-79.8370907,-4.6388662,13.33,20,"noviembre",2022-04-02,2022-04-02,2022-07-15
"norandino","Piura","Ayabaca","Montero",-79.840419,-4.6391606,10,30,"noviembre",2022-04-02,2022-04-02,2022-08-05
"norandino","Piura","Huancabamba","Lalaquiz",-79.6442456,-5.209242,30,45,"septiembre",2022-04-02,2022-04-02,2022-04-02
"norandino","Piura","Huancabamba","Lalaquiz",-79.6478381,-5.2065944,15,15,"septiembre",2022-04-02,2022-04-02,2022-04-02
"norandino","Piura","Huancabamba","Lalaquiz",-79.6485301,-5.2068226,4,4,"septiembre",2022-04-02,2022-04-02,2022-04-02
"norandino","Piura","Huancabamba","Lalaquiz",-79.6497764,-5.2056503,14.67,22,"septiembre",2022-04-02,2022-04-02,2022-04-02
"norandino","Piura","Huancabamba","Lalaquiz",-79.6495907,-5.2040238,5,10,"septiembre",2022-04-02,2022-04-02,2022-04-02
"pangoa","Junín","Satipo","Pangoa",-74.4060826,-11.6883117,16.5,1.19565217391304,"septiembre",2022-04-04,2022-04-04,2019-05-06
"pangoa","Junín","Satipo","Pangoa",-74.3602924,-11.6553606,21,42,"septiembre",2022-04-04,2022-04-04,2016-04-04
"pangoa","Junín","Satipo","Pangoa",-74.3045991,-11.3698059,31,1.68478260869565,"octubre",2022-04-01,2022-04-01,2022-05-15
"pangoa","Junín","Satipo","Pangoa",-74.300671,-11.3675194,16.67,50,"septiembre",2022-04-01,2022-04-01,2022-05-18
"pangoa","Junín","Satipo","Pangoa",-74.3011731,-11.0687935,26.43,3.35144927536232,"septiembre",2022-04-04,2022-04-04,2022-05-20
"pangoa","Junín","Satipo","Pangoa",-74.2981092,-11.3567918,21,1.90217391304348,"septiembre",2022-04-01,2022-04-04,2022-05-20
"pangoa","Junín","Satipo","Pangoa",-74.2785237,-11.3507454,21,1.90217391304348,"octubre",2022-04-01,2022-04-04,2022-04-30
"pangoa","Junin","Satipo","Pangoa",-74.4885683,-11.5666215,4.21,20,"octubre",2022-03-19,2022-04-04,2022-03-29
"pangoa","Junin","Satipo","Pangoa",-74.5504723,-11.4802234,2.73,15,"octubre",2022-03-24,2022-03-30,2022-04-06
"pangoa","Junin","Satipo","Pangoa",-74.5535125,-11.4926692,10,40,"septiembre",2022-03-25,2022-04-01,2022-04-05
