"cell","percentile","prec","prec_date","cos_kgha_1","cos_kgha_2"
25841,"97%",29.9070933151245,10.8627624511719,2907.384,79
25841,"98%",30.7714247894287,10.8627624511719,2907.384,79
25841,"99%",31.6357562637329,10.8627624511719,2907.384,79
25841,"100%",32.5000877380371,10.8627624511719,2907.384,79
25841,"90%",42.8397533416748,42.1530151367188,552,1104
25841,"91%",43.4578177261353,42.1530151367188,552,1104
25841,"92%",44.0758821105957,42.1530151367188,552,1104
25841,"93%",45.0823315429688,42.1530151367188,552,1104
25841,"94%",46.6537046813965,42.1530151367188,552,1104
25841,"95%",48.2250778198242,42.1530151367188,552,1104
25841,"96%",49.7964509582519,42.1530151367188,552,1104
25841,"97%",50.5383824539185,42.1530151367188,552,1104
25841,"98%",50.9310753631592,42.1530151367188,552,1104
25841,"99%",51.3237682723999,42.1530151367188,552,1104
25841,"100%",51.7164611816406,42.1530151367188,552,1104
25841,"90%",42.3819278717041,22.740177154541,966,70
25841,"91%",43.0457748031616,22.740177154541,966,70
25841,"92%",43.7096217346191,22.740177154541,966,70
25841,"93%",44.3734686660767,22.740177154541,966,70
25841,"94%",45.9553166198731,22.740177154541,966,70
25841,"95%",47.6430877685547,22.740177154541,966,70
25841,"96%",49.3308589172363,22.740177154541,966,70
25841,"97%",50.4511173629761,22.740177154541,966,70
25841,"98%",50.8728986358643,22.740177154541,966,70
25841,"99%",51.2946799087524,22.740177154541,966,70
25841,"100%",51.7164611816406,22.740177154541,966,70
25841,"90%",41.7332893371582,34.4098052978516,1419.192,90
25841,"91%",42.633731880188,34.4098052978516,1419.192,90
25841,"92%",43.3433613586426,34.4098052978516,1419.192,90
25841,"93%",44.0529908370972,34.4098052978516,1419.192,90
25841,"94%",45.2569285583496,34.4098052978516,1419.192,90
25841,"95%",47.0610977172852,34.4098052978516,1419.192,90
25841,"96%",48.8652668762207,34.4098052978516,1419.192,90
25841,"97%",50.3638522720337,34.4098052978516,1419.192,90
25841,"98%",50.8147219085693,34.4098052978516,1419.192,90
25841,"99%",51.265591545105,34.4098052978516,1419.192,90
25841,"100%",51.7164611816406,34.4098052978516,1419.192,90
30651,"90%",24.7496234893799,13.2188806533813,331.2,165.6
30651,"91%",24.9003140258789,13.2188806533813,331.2,165.6
30651,"92%",25.5138125610352,13.2188806533813,331.2,165.6
30651,"93%",27.0529270935059,13.2188806533813,331.2,165.6
30651,"94%",28.5920416259766,13.2188806533813,331.2,165.6
30651,"95%",29.4795013427734,13.2188806533813,331.2,165.6
30651,"96%",29.8456372070313,13.2188806533813,331.2,165.6
30651,"97%",30.2117730712891,13.2188806533813,331.2,165.6
30651,"98%",31.5659379577637,13.2188806533813,331.2,165.6
30651,"99%",33.2023968505859,13.2188806533813,331.2,165.6
30651,"100%",34.8388557434082,13.2188806533813,331.2,165.6
30651,"90%",24.7914819717407,10.8139600753784,331.2,331.2
30651,"91%",24.9379866600037,10.8139600753784,331.2,331.2
30651,"92%",25.8558380126953,10.8139600753784,331.2,331.2
30651,"93%",27.3521993637085,10.8139600753784,331.2,331.2
30651,"94%",28.8485607147217,10.8139600753784,331.2,331.2
30651,"95%",29.5303535461426,10.8139600753784,331.2,331.2
30651,"96%",29.8863189697266,10.8139600753784,331.2,331.2
30651,"97%",30.2422843933105,10.8139600753784,331.2,331.2
30651,"98%",31.6568523406982,10.8139600753784,331.2,331.2
30651,"99%",33.2478540420532,10.8139600753784,331.2,331.2
30651,"100%",34.8388557434082,10.8139600753784,331.2,331.2
30651,"90%",24.7914819717407,10.8139600753784,386.4,386.4
30651,"91%",24.9379866600037,10.8139600753784,386.4,386.4
30651,"92%",25.8558380126953,10.8139600753784,386.4,386.4
30651,"93%",27.3521993637085,10.8139600753784,386.4,386.4
30651,"94%",28.8485607147217,10.8139600753784,386.4,386.4
30651,"95%",29.5303535461426,10.8139600753784,386.4,386.4
