,Cooperativa,dpto,PROVINCIA,dstr,lon,lat,cos_kgha_1,cos_kgha_2,month_floracion,date_start,date_end,date_hrvs
606,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9097592,-5.2410386,NA,40,septiembre,8/3/2022,8/12/2022,8/3/2022
607,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9085737,-5.2422526,NA,50,septiembre,8/3/2022,8/12/2022,4/12/2022
608,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8879396,-5.3041184,NA,30,octubre,8/9/2022,8/11/2022,4/5/2022
609,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8795942,-5.3037689,NA,17,octubre,8/11/2022,8/12/2022,5/3/2022
610,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9617841,-5.2594889,NA,36,septiembre,8/12/2022,8/12/2022,6/8/2022
611,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8906848,-5.277076,NA,40,septiembre,8/15/2022,8/15/2022,5/3/2022
612,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8925121,-5.2737447,NA,35,septiembre,8/15/2022,8/18/2022,4/6/2022
613,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8939367,-5.27618,NA,30,octubre,8/15/2022,8/18/2022,4/13/2022
614,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8724544,-5.3031028,NA,30,septiembre,8/16/2022,8/18/2022,5/11/2022
615,chirinos,Cajamarca,San  Ignacio,Chirinos,-78.8939977,-5.2951568,NA,10,octubre,8/17/2022,8/18/2022,4/5/2022
616,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8868231,-5.2823085,NA,50,octubre,8/17/2022,8/18/2022,5/12/2022
617,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9307689,-5.372132,NA,10,octubre,8/18/2022,8/18/2022,4/18/2022
618,chirinos,Cajamarca,San Ignacio,Chirinos,-78.896884,-5.2808923,NA,25,septiembre,8/15/2022,8/17/2022,4/13/2022
619,chirinos,Cajamarca,San Ignacio,Chirinos,-78.889361,-5.3162364,NA,15,septiembre,8/16/2022,8/18/2022,6/25/2022
620,chirinos,Cajamarca,San Ignacio,Chirinos,-78.884867,-5.318624,NA,25,septiembre,8/16/2022,8/16/2022,6/6/2022
621,chirinos,Cajamarca,San Ignacio,Chirinos,-78.87564,-5.324315,NA,1.449275362,octubre,7/27/2022,8/18/2022,6/7/2022
622,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8950501,-5.3081719,NA,35,octubre,8/18/2022,8/19/2022,5/16/2022
623,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9527494,-5.3143714,NA,15,octubre,8/12/2022,8/19/2022,NA
624,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8996298,-5.3040662,NA,20,octubre,8/17/2022,8/19/2022,6/17/2022
625,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8786398,-5.3040911,NA,32,octubre,8/10/2022,8/19/2022,NA
626,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9082221,-5.3241691,NA,1.811594203,septiembre,8/18/2022,8/19/2022,6/16/2022
627,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9012504,-5.3015223,NA,20,septiembre,8/9/2022,8/18/2022,NA
628,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8987791,-5.3041013,NA,18,septiembre,8/18/2022,8/19/2022,6/16/2022
629,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9051997,-5.2907619,NA,20,septiembre,8/9/2022,8/19/2022,NA
630,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9057518,-5.290986,NA,18,septiembre,8/10/2022,8/19/2022,NA
631,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8788815,-5.3037129,NA,40,octubre,8/17/2022,8/19/2022,NA
632,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9049286,-5.3212669,NA,10,septiembre,8/18/2022,8/19/2022,6/9/2022
633,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8988408,-5.3046396,NA,35,septiembre,8/19/2022,8/19/2022,6/6/2022
634,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9048288,-5.2931552,NA,30,octubre,8/19/2022,8/19/2022,3/14/2022
635,chirinos,Cajamarca,San Ignacio,Chirinos,-78.89827,-5.3058366,NA,15,octubre,8/19/2022,8/19/2022,5/2/2022
636,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8996225,-5.3050644,NA,35,octubre,8/16/2022,8/19/2022,6/6/2022
637,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9042746,-5.3196413,NA,21,septiembre,8/18/2022,8/19/2022,5/2/2022
638,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9006266,-5.284412,NA,20,noviembre,8/18/2022,8/19/2022,5/9/2022
639,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9003564,-5.3027884,NA,20,septiembre,8/18/2022,8/19/2022,5/9/2022
640,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9051137,-5.2909396,NA,1.449275362,noviembre,8/18/2022,8/19/2022,8/1/2022
641,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8882973,-5.325951,NA,25,octubre,8/16/2022,8/19/2022,3/7/2022
642,chirinos,Cajamarca,San Ignacio,Chirinos,-78.8982601,-5.3160915,NA,1.630434783,septiembre,8/17/2022,8/19/2022,5/16/2022
643,chirinos,Cajamarca,San Ignacio,Chirinos,-78.905999,-5.31017,NA,23,octubre,7/27/2022,7/28/2022,3/10/2017
644,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9266225,-5.2255594,NA,1.811594203,octubre,8/4/2022,8/21/2022,8/4/2022
645,chirinos,Cajamarca,San Ignacio,Chirinos,-78.9276567,-5.2424367,NA,1.630434783,agosto,8/4/2022,8/21/2022,8/4/2022
