"","cell","date_start","date_end","lon","lat","dpto","dstr","date_hrvs","month_floracion","cos_kgha_1","cos_kgha_2"
"215",25840,2022-03-25,2022-03-25,-79.6816001,-5.1793775,"Piura","Lalaquiz",2017-03-25,"septiembre",1656,3312
"216",25840,2022-03-25,2022-03-25,-79.6814684,-5.1792825,"Piura","Lalaquiz",2016-03-25,"septiembre",938.4,938.4
"217",25840,2022-03-25,2022-03-25,-79.6804675,-5.1785124,"Piura","Lalaquiz",2014-03-25,"septiembre",690,2760
"218",25840,2022-03-25,2022-03-25,-79.6802883,-5.1779057,"Piura","Lalaquiz",2017-03-25,"septiembre",1380,1380
"219",25840,2022-03-25,2022-03-25,-79.6806597,-5.1779058,"Piura","Lalaquiz",2016-03-25,"septiembre",883.2,2208
"220",26347,2022-03-25,2022-03-25,-79.6188474,-5.2631722,"PIURA","CANCHAQUE",2016-02-10,"octubre",828,828
"221",26094,2022-03-22,2022-03-25,-79.6191955,-5.2098786,"Piura","Canchaque",2022-01-15,"octubre",883.2,2208
"222",26094,2022-03-22,2022-03-25,-79.6214733,-5.2109621,"Piura","Canchaque",2022-01-15,"octubre",966,1932
"223",26094,2022-03-22,2022-03-25,-79.6204708,-5.2068582,"Piura","Canchaque",2022-01-15,"octubre",147.384,441.6
"224",26094,2022-03-22,2022-03-25,-79.6280987,-5.2146108,"Piura","Canchaque",2022-01-15,"septiembre",441.6,662.4
"225",26094,2022-03-24,2022-03-25,-79.6293364,-5.2128152,"Piura","Canchaque",2022-01-15,"octubre",220.8,220.8
"226",26094,2022-03-26,2022-03-25,-79.6316195,-5.2088776,"Piura","Canchaque",2022-01-15,"octubre",294.216,441.6
"227",26094,2022-03-27,2022-03-25,-79.6396589,-5.2123975,"Piura","Canchaque",2022-01-15,"octubre",607.2,607.2
"228",26094,2022-03-27,2022-03-25,-79.6359517,-5.2085194,"Piura","Canchaque",2022-01-15,"septiembre",331.2,662.4
"229",26094,2022-03-24,2022-03-25,-79.6270281,-5.2144664,"Piura","Canchaque",2022-01-15,"octubre",414,828
"230",26094,2022-03-24,2022-03-25,-79.6270809,-5.2137764,"Piura","Canchaque",2022-01-15,"octubre",552,828
"231",26094,2022-03-24,2022-03-25,-79.6272539,-5.2137382,"Piura","Canchaque",2022-01-22,"septiembre",552,1104
"232",26094,2022-03-24,2022-03-25,-79.6272796,-5.2133666,"Piura","Canchaque",2022-01-15,"octubre",459.816,276
"233",26094,2022-03-24,2022-03-25,-79.6247928,-5.2137151,"Piura","Canchaque",2022-01-15,"septiembre",662.4,662.4
"234",26094,2022-03-24,2022-03-25,-79.624444,-5.2137846,"Piura","Canchaque",2022-01-15,"septiembre",735.816,1104
"235",26094,2022-03-24,2022-03-25,-79.623829,-5.2128855,"Piura","Canchaque",2022-01-15,"octubre",993.6,993.6
"236",26094,2022-03-24,2022-03-25,-79.6250401,-5.2271463,"Piura","Canchaque",2022-01-15,"octubre",579.6,1159.2
"237",26094,2022-03-24,2022-03-25,-79.6364395,-5.2263413,"Piura","Canchaque",2022-01-15,"octubre",368.184,552
"238",30904,2022-03-23,2022-03-23,-79.4808906,-6.1689547,"Lambayeque","Salas",NA,"septiembre",552,552
"239",30904,2022-03-23,2022-03-23,-79.4799913,-6.1692165,"Lambayeque","Salas",NA,"septiembre",239.016,717.6
"240",30904,2022-03-23,2022-03-23,-79.4820577,-6.169722,"Lambayeque","Salas",NA,"septiembre",276,276
"241",30904,2022-03-23,2022-03-23,-79.4827357,-6.1708801,"Lambayeque","Salas",NA,"septiembre",276,276
"242",30904,2022-03-23,2022-03-23,-79.4822795,-6.1654193,"Lambayeque","Salas",NA,"septiembre",441.6,441.6
"243",26347,2022-03-10,2022-03-26,-79.6258272,-5.261804,"Piura","Canchaque",2014-01-29,"noviembre",662.4,662.4
"244",26347,2022-03-14,2022-03-26,-79.6106671,-5.2537446,"PIURA","Canchaque",2015-03-14,"septiembre",276,276
"245",26347,2022-03-26,2022-03-26,-79.6081095,-5.2534664,"PIURA","CANCHAQUE",2017-02-10,"octubre",1435.2,717.6
"246",26347,2022-03-27,2022-03-27,-79.6040019,-5.2561462,"PIURA","CANCHAQUE",2010-02-11,"noviembre",828,828
"247",26347,2022-03-27,2022-03-27,-79.6048388,-5.2538089,"PIURA","CANCHAQUE",2014-02-10,"septiembre",993.6,993.6
"248",26347,2022-03-10,2022-03-27,-79.6050407,-5.255622,"PIURA","Canchaque",2015-12-10,"octubre",552,276
"249",26093,2022-03-26,2022-03-26,-79.6538661,-5.2172373,"Piura","Lalaquiz",2017-03-26,"septiembre",772.8,1932
"250",26093,2022-03-26,2022-03-26,-79.653152,-5.2132953,"Piura","Lalaquiz",2017-03-26,"septiembre",368.184,552
"251",26093,2022-03-26,2022-03-26,-79.6527926,-5.2121678,"Piura","Lalaquiz",2017-03-26,"septiembre",552,552
"252",26094,2022-03-26,2022-03-26,-79.6489487,-5.2072941,"Piura","Lalaquiz",2015-03-26,"septiembre",404.616,607.2
"253",26094,2022-03-26,2022-03-26,-79.6488733,-5.2072992,"Piura","Lalaquiz",2017-03-26,"septiembre",478.584,717.6
"254",57318,2022-03-25,2022-03-29,-74.3761384,-11.3703103,"Junín","Pangoa",2018-10-27,"octubre",1104,120
"255",57821,2022-03-23,2022-03-24,-74.5181989,-11.4614213,"Junín","Pangoa",2015-11-20,"agosto",735.816,2208
"256",58073,2022-03-25,2022-03-30,-74.55361,-11.5009571,"Junin","Pangoa",2012-08-16,"octubre",276,828
"257",58073,2022-03-25,2022-03-30,-74.5596014,-11.5078253,"Junin","Pangoa",2010-02-04,"octubre",552,1104
"258",57820,2022-03-25,2022-03-30,-74.5504465,-11.4845923,"Junin","Pangoa",2014-02-13,"septiembre",157.872,1104
"259",57820,2022-03-25,2022-03-29,-74.5639558,-11.4886199,"Junin","Pangoa",2007-02-15,"octubre",920.184,1380
"260",57567,2022-03-30,2022-03-30,-74.571516,-11.4467805,"Junin","Pangoa",2015-02-12,"octubre",368.184,1104
"261",58327,2022-03-22,2022-03-23,-74.5067077,-11.5661135,"Junín","Pangoa",2009-02-16,"septiembre",264.96,662.4
"262",58328,2022-03-23,2022-03-23,-74.4918285,-11.5529727,"Junín","Pangoa",2013-02-19,"octubre",397.44,72
"263",58075,2022-03-23,2022-03-23,-74.4896745,-11.5325464,"Junín","Pangoa",2013-02-12,"octubre",920.184,2760
"264",58075,2022-03-23,2022-03-23,-74.4866959,-11.5338913,"Junín","Pangoa",2013-02-04,"octubre",706.56,1766.4
"265",57567,2022-03-23,2022-03-23,-74.5677537,-11.4423608,"Junín","Pangoa",2017-01-20,"septiembre",828,1656
"266",57824,2022-03-24,2022-03-24,-74.3803104,-11.4543679,"Junín","Pangoa",2019-01-14,"octubre",276,552
"267",57824,2022-03-24,2022-03-24,-74.3677364,-11.4708509,"Junín","Pangoa",2013-02-25,"agosto",483,1932
"268",57319,2022-03-25,2022-03-29,-74.3061895,-11.3886688,"Junín","Pangoa",2012-02-06,"octubre",375.36,938.4
